,index,Acceleration_X,Acceleration_Y,Acceleration_Z,magnitude
0,2021-09-24 12:46:49.005,1013.0,24.0,11.0,1013.3439692424286
1,2021-09-24 12:46:49.014,1006.0,29.0,9.0,1006.4581461739976
2,2021-09-24 12:46:49.026,1016.0,27.0,0.0,1016.3586965240175
3,2021-09-24 12:46:49.035,1011.0,28.0,6.0,1011.4054577665676
4,2021-09-24 12:46:49.044,1011.0,27.0,7.0,1011.3846943670841
5,2021-09-24 12:46:49.054,1016.0,30.0,10.0,1016.4920068549482
6,2021-09-24 12:46:49.063,1013.0,30.0,10.0,1013.4934632250964
7,2021-09-24 12:46:49.064,1013.0,23.0,2.0,1013.2630458079482
8,2021-09-24 12:46:49.074,1014.0,23.0,7.0,1014.2849698186403
9,2021-09-24 12:46:49.083,1012.0,23.0,7.0,1012.2855328414014
10,2021-09-24 12:46:49.084,1012.0,22.0,1.0,1012.2395961431266
11,2021-09-24 12:46:49.100,1021.0,23.0,1.0,1021.2595164795283
12,2021-09-24 12:46:49.105,1015.0,27.0,1.0,1015.3595422312236
13,2021-09-24 12:46:49.118,1009.0,21.0,0.0,1009.218509540922
14,2021-09-24 12:46:49.123,1011.0,21.0,0.0,1011.2180773700596
15,2021-09-24 12:46:49.124,1011.0,21.0,11.0,1011.2779044357688
16,2021-09-24 12:46:49.133,1016.0,31.0,4.0,1016.4806933729731
17,2021-09-24 12:46:49.142,1016.0,28.0,7.0,1016.4098582756859
18,2021-09-24 12:46:49.158,1010.0,27.0,2.0,1010.3628061246119
19,2021-09-24 12:46:49.161,1018.0,27.0,2.0,1018.3599560076977
20,2021-09-24 12:46:49.162,1018.0,28.0,2.0,1018.3869598536697
21,2021-09-24 12:46:49.170,1013.0,25.0,6.0,1013.3262061152865
22,2021-09-24 12:46:49.182,1014.0,34.0,8.0,1014.6013995653663
23,2021-09-24 12:46:49.190,1010.0,28.0,0.0,1010.3880442681416
24,2021-09-24 12:46:49.201,1015.0,27.0,6.0,1015.3767773590255
25,2021-09-24 12:46:49.210,1016.0,24.0,8.0,1016.3149118260541
26,2021-09-24 12:46:49.219,1016.0,23.0,8.0,1016.2917888087062
27,2021-09-24 12:46:49.220,1016.0,23.0,5.0,1016.2726012246911
28,2021-09-24 12:46:49.230,1022.0,23.0,5.0,1022.2710012516251
29,2021-09-24 12:46:49.231,1022.0,28.0,5.0,1022.3957159534658
30,2021-09-24 12:46:49.241,1015.0,26.0,4.0,1015.3408294755018
31,2021-09-24 12:46:49.248,1013.0,20.0,4.0,1013.2053098952847
32,2021-09-24 12:46:49.249,1013.0,20.0,11.0,1013.2571243272854
33,2021-09-24 12:46:49.259,1005.0,20.0,8.0,1005.230819264909
34,2021-09-24 12:46:49.269,1016.0,23.0,11.0,1016.3198315491044
35,2021-09-24 12:46:49.279,1018.0,27.0,5.0,1018.370266651575
36,2021-09-24 12:46:49.289,1016.0,23.0,-2.0,1016.2622692986295
37,2021-09-24 12:46:49.298,1008.0,23.0,-2.0,1008.2643502574114
38,2021-09-24 12:46:49.299,1008.0,23.0,7.0,1008.2866655867268
39,2021-09-24 12:46:49.308,1014.0,25.0,10.0,1014.3574320721468
40,2021-09-24 12:46:49.317,1012.0,25.0,10.0,1012.3581382099914
41,2021-09-24 12:46:49.318,1012.0,25.0,8.0,1012.3403577848707
42,2021-09-24 12:46:49.328,1014.0,25.0,8.0,1014.3396866927765
43,2021-09-24 12:46:49.329,1014.0,26.0,2.0,1014.3352502994264
44,2021-09-24 12:46:49.337,1016.0,32.0,7.0,1016.5279140289263
45,2021-09-24 12:46:49.346,1011.0,28.0,7.0,1011.4118844466877
46,2021-09-24 12:46:49.347,1011.0,28.0,3.0,1011.3921099158327
47,2021-09-24 12:46:49.357,1016.0,28.0,3.0,1016.3901809836614
48,2021-09-24 12:46:49.368,1012.0,27.0,7.0,1012.384314378685
49,2021-09-24 12:46:49.377,1009.0,26.0,6.0,1009.3527629129471
50,2021-09-24 12:46:49.386,1013.0,26.0,6.0,1013.3513704535067
51,2021-09-24 12:46:49.395,1009.0,25.0,7.0,1009.3339387933014
52,2021-09-24 12:46:49.406,1011.0,21.0,4.0,1011.2259885900876
53,2021-09-24 12:46:49.416,1015.0,33.0,11.0,1015.5958841980406
54,2021-09-24 12:46:49.430,1010.0,33.0,11.0,1010.5988323761313
55,2021-09-24 12:46:49.431,1010.0,23.0,3.0,1010.2663015264836
56,2021-09-24 12:46:49.440,1008.0,20.0,3.0,1008.2028565720293
57,2021-09-24 12:46:49.445,1013.0,29.0,4.0,1013.422912707227
58,2021-09-24 12:46:49.454,1017.0,25.0,7.0,1017.331312798343
59,2021-09-24 12:46:49.464,1017.0,20.0,6.0,1017.2143333634264
60,2021-09-24 12:46:49.474,1008.0,29.0,8.0,1008.4488088148055
61,2021-09-24 12:46:49.484,1013.0,24.0,8.0,1013.3158441473221
62,2021-09-24 12:46:49.485,1013.0,24.0,10.0,1013.3336074561033
63,2021-09-24 12:46:49.493,1015.0,28.0,8.0,1015.4176480640859
64,2021-09-24 12:46:49.503,1011.0,29.0,4.0,1011.4237489796252
65,2021-09-24 12:46:49.513,1011.0,28.0,4.0,1011.395570486642
66,2021-09-24 12:46:49.523,1016.0,28.0,5.0,1016.3980519461851
67,2021-09-24 12:46:49.533,1010.0,23.0,7.0,1010.2860980930105
68,2021-09-24 12:46:49.542,1015.0,30.0,5.0,1015.4555627894309
69,2021-09-24 12:46:49.552,1012.0,33.0,0.0,1012.5379005252099
70,2021-09-24 12:46:49.561,1017.0,33.0,0.0,1017.5352573744067
71,2021-09-24 12:46:49.562,1017.0,22.0,12.0,1017.3087043764051
72,2021-09-24 12:46:49.572,1009.0,28.0,4.0,1009.3963542632795
73,2021-09-24 12:46:49.582,1017.0,28.0,4.0,1017.3932376421617
74,2021-09-24 12:46:49.583,1017.0,26.0,5.0,1017.344582725047
75,2021-09-24 12:46:49.590,1017.0,26.0,5.0,1017.344582725047
76,2021-09-24 12:46:49.591,1017.0,31.0,6.0,1017.4900490913903
77,2021-09-24 12:46:49.600,1016.0,29.0,16.0,1016.5397188501785
78,2021-09-24 12:46:49.610,1010.0,31.0,11.0,1010.5355016029868
79,2021-09-24 12:46:49.620,1016.0,23.0,9.0,1016.30015251401
80,2021-09-24 12:46:49.630,1012.0,23.0,6.0,1012.2791117078333
81,2021-09-24 12:46:49.640,1013.0,21.0,6.0,1013.2354119354495
82,2021-09-24 12:46:49.641,1013.0,21.0,0.0,1013.2176469051454
83,2021-09-24 12:46:49.649,1011.0,28.0,6.0,1011.4054577665676
84,2021-09-24 12:46:49.659,1013.0,27.0,7.0,1013.383935140083
85,2021-09-24 12:46:49.669,1013.0,27.0,7.0,1013.383935140083
86,2021-09-24 12:46:49.670,1013.0,28.0,7.0,1013.4110715795442
87,2021-09-24 12:46:49.679,1019.0,25.0,4.0,1019.3144755177374
88,2021-09-24 12:46:49.690,1012.0,31.0,4.0,1012.4825924429516
89,2021-09-24 12:46:49.698,1009.0,28.0,1.0,1009.3889240525675
90,2021-09-24 12:46:49.708,1016.0,23.0,4.0,1016.268173269241
91,2021-09-24 12:46:49.718,1009.0,22.0,0.0,1009.239812928523
92,2021-09-24 12:46:49.728,1010.0,26.0,4.0,1010.342516179538
93,2021-09-24 12:46:49.739,1021.0,26.0,4.0,1021.338827226303
94,2021-09-24 12:46:49.740,1021.0,27.0,10.0,1021.4058938541524
95,2021-09-24 12:46:49.747,1007.0,25.0,12.0,1007.3817548476843
96,2021-09-24 12:46:49.757,1013.0,4.0,10.0,1013.0572540582294
97,2021-09-24 12:46:49.767,1003.0,119.0,7.0,1010.0589091731234
98,2021-09-24 12:46:49.780,1045.0,-386.0,-23.0,1114.2486257563883
99,2021-09-24 12:46:49.787,1066.0,-59.0,-36.0,1068.2382693013765
100,2021-09-24 12:46:49.799,935.0,-59.0,-36.0,937.5510652759134
101,2021-09-24 12:46:49.800,935.0,448.0,81.0,1039.94711403994
102,2021-09-24 12:46:49.806,973.0,-282.0,-18.0,1013.2013620204032
103,2021-09-24 12:46:49.814,996.0,-282.0,-18.0,1035.3086496306307
104,2021-09-24 12:46:49.815,996.0,191.0,-31.0,1014.6220971376486
105,2021-09-24 12:46:49.826,1043.0,-328.0,14.0,1093.4482155090839
106,2021-09-24 12:46:49.835,982.0,291.0,-46.0,1025.241922669962
107,2021-09-24 12:46:49.857,1104.0,291.0,-46.0,1142.6342371905369
108,2021-09-24 12:46:49.858,1104.0,-109.0,-18.0,1109.5138575069714
109,2021-09-24 12:46:49.859,1071.0,-54.0,51.0,1073.5725406324436
110,2021-09-24 12:46:49.864,967.0,181.0,51.0,985.1147141323187
111,2021-09-24 12:46:49.865,967.0,181.0,22.0,984.0396333481696
112,2021-09-24 12:46:49.874,1090.0,37.0,22.0,1090.8496688361784
113,2021-09-24 12:46:49.875,1090.0,37.0,2.0,1090.6296346606396
114,2021-09-24 12:46:49.884,1002.0,25.0,2.0,1002.3138231113048
115,2021-09-24 12:46:49.885,1002.0,25.0,30.0,1002.7606892973018
116,2021-09-24 12:46:49.894,1061.0,-341.0,-7.0,1114.473418256353
117,2021-09-24 12:46:49.905,923.0,427.0,-37.0,1017.657604501632
118,2021-09-24 12:46:49.914,1078.0,-208.0,-23.0,1098.1243099030273
119,2021-09-24 12:46:49.923,892.0,557.0,-37.0,1052.274678969327
120,2021-09-24 12:46:49.932,1060.0,557.0,-37.0,1198.005843057537
121,2021-09-24 12:46:49.933,1060.0,-154.0,19.0,1071.296877620765
122,2021-09-24 12:46:49.942,966.0,-154.0,19.0,978.3828493999678
123,2021-09-24 12:46:49.943,966.0,-20.0,37.0,966.9151979361995
124,2021-09-24 12:46:49.952,1071.0,-181.0,65.0,1088.1300473748531
125,2021-09-24 12:46:49.963,1086.0,-148.0,-12.0,1096.1040096633167
126,2021-09-24 12:46:49.971,967.0,-148.0,-12.0,978.3337876205646
127,2021-09-24 12:46:49.972,967.0,480.0,-17.0,1079.7119986366736
128,2021-09-24 12:46:49.985,1084.0,480.0,-17.0,1185.641176747839
129,2021-09-24 12:46:49.986,1084.0,90.0,14.0,1087.819838024661
130,2021-09-24 12:46:49.991,876.0,469.0,-15.0,993.7615408134891
131,2021-09-24 12:46:50.001,1035.0,-387.0,28.0,1105.3406714673988
132,2021-09-24 12:46:50.011,1018.0,58.0,-16.0,1019.7764460900241
133,2021-09-24 12:46:50.021,1079.0,-122.0,-4.0,1085.8825903383847
134,2021-09-24 12:46:50.030,1067.0,-68.0,-17.0,1069.29977087812
135,2021-09-24 12:46:50.040,1044.0,41.0,18.0,1044.9598078395168
136,2021-09-24 12:46:50.050,1097.0,41.0,18.0,1097.9134756436865
137,2021-09-24 12:46:50.051,1097.0,-8.0,7.0,1097.0515028930956
138,2021-09-24 12:46:50.061,856.0,-8.0,7.0,856.0660021283405
139,2021-09-24 12:46:50.062,856.0,312.0,66.0,913.4746849256414
140,2021-09-24 12:46:50.069,1143.0,312.0,66.0,1186.6545411365516
141,2021-09-24 12:46:50.070,1143.0,-385.0,-31.0,1206.4969954376181
