,index,Acceleration_X,Acceleration_Y,Acceleration_Z,magnitude
0,2021-09-23 13:33:45.001,1012.0,26.0,0.0,1012.3339369990517
1,2021-09-23 13:33:45.011,1018.0,35.0,9.0,1018.6412518644628
2,2021-09-23 13:33:45.023,1009.0,31.0,0.0,1009.4761017478323
3,2021-09-23 13:33:45.032,1015.0,29.0,6.0,1015.4319278021545
4,2021-09-23 13:33:45.040,1016.0,36.0,3.0,1016.6420215592113
5,2021-09-23 13:33:45.050,1008.0,31.0,5.0,1008.4889687051614
6,2021-09-23 13:33:45.059,1006.0,31.0,5.0,1006.4899403372098
7,2021-09-23 13:33:45.060,1006.0,27.0,7.0,1006.3866056342364
8,2021-09-23 13:33:45.069,1010.0,30.0,7.0,1010.4696927666856
9,2021-09-23 13:33:45.070,1010.0,30.0,7.0,1010.4696927666856
10,2021-09-23 13:33:45.081,1010.0,31.0,7.0,1010.4998762988544
11,2021-09-23 13:33:45.089,1012.0,29.0,9.0,1012.4554311178345
12,2021-09-23 13:33:45.098,1003.0,29.0,9.0,1003.4595158749555
13,2021-09-23 13:33:45.099,1003.0,25.0,2.0,1003.3135103246642
14,2021-09-23 13:33:45.108,1008.0,23.0,2.0,1008.2643502574114
15,2021-09-23 13:33:45.109,1008.0,23.0,11.0,1008.3223690863949
16,2021-09-23 13:33:45.118,1013.0,30.0,0.0,1013.4441277149915
17,2021-09-23 13:33:45.129,1017.0,27.0,1.0,1017.3588354164916
18,2021-09-23 13:33:45.138,1009.0,31.0,6.0,1009.4939326216875
19,2021-09-23 13:33:45.147,1007.0,31.0,6.0,1007.494913138523
20,2021-09-23 13:33:45.148,1007.0,22.0,10.0,1007.2899284714406
21,2021-09-23 13:33:45.166,1021.0,28.0,7.0,1021.4078519377066
22,2021-09-23 13:33:45.169,1010.0,28.0,7.0,1010.4122920867501
23,2021-09-23 13:33:45.170,1010.0,26.0,0.0,1010.3345980416586
24,2021-09-23 13:33:45.179,1010.0,26.0,0.0,1010.3345980416586
25,2021-09-23 13:33:45.180,1010.0,28.0,8.0,1010.4197147720347
26,2021-09-23 13:33:45.186,1015.0,35.0,8.0,1015.6347768760186
27,2021-09-23 13:33:45.187,1015.0,35.0,11.0,1015.6628377567035
28,2021-09-23 13:33:45.196,1006.0,26.0,0.0,1006.3359280081379
29,2021-09-23 13:33:45.206,1009.0,26.0,2.0,1009.336911046059
30,2021-09-23 13:33:45.221,1015.0,27.0,7.0,1015.3831789034128
31,2021-09-23 13:33:45.225,1007.0,27.0,7.0,1007.3862218632931
32,2021-09-23 13:33:45.226,1007.0,31.0,5.0,1007.4894540390981
