,index,Acceleration_X,Acceleration_Y,Acceleration_Z,magnitude
0,2021-09-23 13:33:25.008,1007.0,29.0,5.0,1007.4298983055843
1,2021-09-23 13:33:25.012,1008.0,28.0,7.0,1008.4131097918155
2,2021-09-23 13:33:25.022,1015.0,28.0,7.0,1015.4102619138729
3,2021-09-23 13:33:25.023,1015.0,28.0,4.0,1015.3940121942811
4,2021-09-23 13:33:25.030,1006.0,29.0,4.0,1006.4258541989072
5,2021-09-23 13:33:25.031,1006.0,29.0,9.0,1006.4581461739976
6,2021-09-23 13:33:25.042,1008.0,32.0,5.0,1008.5202030698244
7,2021-09-23 13:33:25.050,1013.0,31.0,3.0,1013.4786628242352
8,2021-09-23 13:33:25.059,1007.0,31.0,3.0,1007.481513478039
9,2021-09-23 13:33:25.060,1007.0,31.0,2.0,1007.4790320398732
10,2021-09-23 13:33:25.069,1014.0,28.0,2.0,1014.3884857390683
11,2021-09-23 13:33:25.070,1014.0,28.0,2.0,1014.3884857390683
12,2021-09-23 13:33:25.079,1016.0,31.0,4.0,1016.4806933729731
13,2021-09-23 13:33:25.090,1018.0,34.0,4.0,1018.5754758485009
14,2021-09-23 13:33:25.091,1018.0,34.0,0.0,1018.5676217119805
15,2021-09-23 13:33:25.107,1015.0,23.0,6.0,1015.2782869735765
16,2021-09-23 13:33:25.110,1015.0,28.0,10.0,1015.4353746053955
17,2021-09-23 13:33:25.118,1005.0,28.0,12.0,1005.4615855416854
18,2021-09-23 13:33:25.129,1016.0,28.0,12.0,1016.45659031756
19,2021-09-23 13:33:25.130,1016.0,27.0,8.0,1016.3901809836614
20,2021-09-23 13:33:25.138,1013.0,32.0,8.0,1013.5368764874813
21,2021-09-23 13:33:25.147,1014.0,32.0,8.0,1014.5363473035355
22,2021-09-23 13:33:25.148,1014.0,31.0,5.0,1014.4860767896225
23,2021-09-23 13:33:25.157,1021.0,29.0,0.0,1021.411768093554
24,2021-09-23 13:33:25.167,1013.0,30.0,9.0,1013.4840896629804
25,2021-09-23 13:33:25.179,1009.0,30.0,9.0,1009.486007827746
26,2021-09-23 13:33:25.180,1009.0,28.0,18.0,1009.5489091668616
27,2021-09-23 13:33:25.186,1009.0,28.0,18.0,1009.5489091668616
28,2021-09-23 13:33:25.187,1009.0,31.0,10.0,1009.5256311753556
29,2021-09-23 13:33:25.196,1013.0,29.0,10.0,1013.4643555646148
30,2021-09-23 13:33:25.197,1013.0,29.0,7.0,1013.4391940318867
31,2021-09-23 13:33:25.207,1010.0,30.0,0.0,1010.4454463255303
32,2021-09-23 13:33:25.218,1005.0,29.0,8.0,1005.4501479436959
33,2021-09-23 13:33:25.226,1015.0,29.0,8.0,1015.4457149449202
34,2021-09-23 13:33:25.237,1010.0,34.0,6.0,1010.5899267259693
35,2021-09-23 13:33:25.245,1004.0,26.0,2.0,1004.3385883256702
36,2021-09-23 13:33:25.255,1016.0,27.0,6.0,1016.3764066525747
37,2021-09-23 13:33:25.265,1004.0,32.0,10.0,1004.5596050011169
38,2021-09-23 13:33:25.274,1015.0,29.0,10.0,1015.4634409962773
39,2021-09-23 13:33:25.275,1015.0,29.0,8.0,1015.4457149449202
40,2021-09-23 13:33:25.285,1009.0,31.0,12.0,1009.547423353653
41,2021-09-23 13:33:25.294,1015.0,32.0,4.0,1015.5121860420977
42,2021-09-23 13:33:25.304,1012.0,29.0,0.0,1012.415428566752
43,2021-09-23 13:33:25.313,1005.0,29.0,0.0,1005.418320899316
44,2021-09-23 13:33:25.314,1005.0,29.0,6.0,1005.4362237357475
45,2021-09-23 13:33:25.324,1015.0,32.0,12.0,1015.5752064716822
46,2021-09-23 13:33:25.333,1017.0,32.0,9.0,1017.5431194794646
47,2021-09-23 13:33:25.343,1020.0,31.0,8.0,1020.5023272878901
48,2021-09-23 13:33:25.352,1020.0,31.0,8.0,1020.5023272878901
49,2021-09-23 13:33:25.353,1020.0,29.0,7.0,1020.4361812479995
50,2021-09-23 13:33:25.362,1019.0,23.0,7.0,1019.2835719268706
51,2021-09-23 13:33:25.372,1013.0,29.0,0.0,1013.415018637478
52,2021-09-23 13:33:25.382,1010.0,27.0,12.0,1010.4320857930037
