,index,Acceleration_X,Acceleration_Y,Acceleration_Z,magnitude
0,2021-09-23 15:13:32.007,1005.0,33.0,4.0,1005.549600964567
1,2021-09-23 15:13:32.016,1012.0,33.0,4.0,1012.5458014331994
2,2021-09-23 15:13:32.017,1012.0,25.0,8.0,1012.3403577848707
3,2021-09-23 15:13:32.025,1014.0,30.0,8.0,1014.4752338031717
4,2021-09-23 15:13:32.026,1014.0,30.0,8.0,1014.4752338031717
5,2021-09-23 15:13:32.035,1015.0,27.0,11.0,1015.418632880055
6,2021-09-23 15:13:32.045,1016.0,31.0,0.0,1016.4728230503755
7,2021-09-23 15:13:32.055,1013.0,31.0,0.0,1013.4742226618297
8,2021-09-23 15:13:32.056,1013.0,32.0,13.0,1013.5886739698702
9,2021-09-23 15:13:32.065,1016.0,29.0,4.0,1016.4216644680494
10,2021-09-23 15:13:32.074,1006.0,30.0,5.0,1006.459636547835
11,2021-09-23 15:13:32.084,1008.0,28.0,11.0,1008.4488088148055
12,2021-09-23 15:13:32.094,1015.0,32.0,4.0,1015.5121860420977
13,2021-09-23 15:13:32.104,1009.0,29.0,9.0,1009.4567846123973
14,2021-09-23 15:13:32.113,1006.0,29.0,9.0,1006.4581461739976
15,2021-09-23 15:13:32.114,1006.0,28.0,0.0,1006.3895865915943
16,2021-09-23 15:13:32.123,1012.0,27.0,10.0,1012.4095021284619
17,2021-09-23 15:13:32.133,1014.0,23.0,4.0,1014.2687020706101
18,2021-09-23 15:13:32.142,1017.0,23.0,4.0,1017.267909648191
19,2021-09-23 15:13:32.143,1017.0,26.0,4.0,1017.3401594353778
20,2021-09-23 15:13:32.158,1011.0,26.0,4.0,1011.3421775047257
21,2021-09-23 15:13:32.159,1011.0,26.0,7.0,1011.3584923260396
22,2021-09-23 15:13:32.163,1022.0,28.0,10.0,1022.4323938530117
23,2021-09-23 15:13:32.172,1010.0,33.0,9.0,1010.5790419358597
24,2021-09-23 15:13:32.202,1009.0,28.0,5.0,1009.4008123634536
25,2021-09-23 15:13:32.207,1012.0,31.0,9.0,1012.5146912514406
26,2021-09-23 15:13:32.209,1015.0,26.0,9.0,1015.3728379270345
27,2021-09-23 15:13:32.210,1015.0,26.0,8.0,1015.3644665833052
28,2021-09-23 15:13:32.212,1012.0,24.0,8.0,1012.3161561488585
29,2021-09-23 15:13:32.220,1009.0,24.0,8.0,1009.3170958623459
30,2021-09-23 15:13:32.221,1009.0,26.0,2.0,1009.336911046059
31,2021-09-23 15:13:32.230,1004.0,34.0,2.0,1004.577523140947
32,2021-09-23 15:13:32.231,1004.0,34.0,3.0,1004.5800117462023
33,2021-09-23 15:13:32.240,1015.0,29.0,8.0,1015.4457149449202
34,2021-09-23 15:13:32.252,1011.0,26.0,4.0,1011.3421775047257
35,2021-09-23 15:13:32.260,1013.0,23.0,4.0,1013.268967254006
36,2021-09-23 15:13:32.269,1010.0,23.0,4.0,1010.2697659536288
37,2021-09-23 15:13:32.270,1010.0,29.0,4.0,1010.4241683570322
38,2021-09-23 15:13:32.279,1014.0,35.0,6.0,1014.6216043432153
39,2021-09-23 15:13:32.289,1010.0,32.0,4.0,1010.5147203282098
40,2021-09-23 15:13:32.299,1008.0,22.0,9.0,1008.2802189867656
41,2021-09-23 15:13:32.309,1013.0,25.0,6.0,1013.3262061152865
42,2021-09-23 15:13:32.318,1010.0,29.0,6.0,1010.4340651423031
43,2021-09-23 15:13:32.319,1010.0,29.0,9.0,1010.4563325547522
44,2021-09-23 15:13:32.328,1016.0,34.0,2.0,1016.5707058537541
45,2021-09-23 15:13:32.338,1012.0,30.0,7.0,1012.468764950307
46,2021-09-23 15:13:32.348,1017.0,30.0,7.0,1017.4664613637149
47,2021-09-23 15:13:32.349,1017.0,24.0,2.0,1017.2851124439009
48,2021-09-23 15:13:32.359,1007.0,27.0,2.0,1007.3638865871657
49,2021-09-23 15:13:32.367,1008.0,28.0,0.0,1008.38881390067
50,2021-09-23 15:13:32.377,1010.0,28.0,3.0,1010.3924979927355
51,2021-09-23 15:13:32.387,1013.0,34.0,9.0,1013.6103787945347
52,2021-09-23 15:13:32.397,1012.0,23.0,11.0,1012.3210953052396
53,2021-09-23 15:13:32.407,1012.0,30.0,7.0,1012.468764950307
54,2021-09-23 15:13:32.416,1014.0,34.0,5.0,1014.5821800130337
55,2021-09-23 15:13:32.426,1013.0,30.0,0.0,1013.4441277149915
56,2021-09-23 15:13:32.435,1014.0,30.0,0.0,1014.4436899108791
57,2021-09-23 15:13:32.436,1014.0,28.0,12.0,1014.4574904844461
58,2021-09-23 15:13:32.448,1017.0,30.0,14.0,1017.5386970528443
59,2021-09-23 15:13:32.455,1016.0,28.0,8.0,1016.4172371619836
60,2021-09-23 15:13:32.465,1005.0,29.0,5.0,1005.4307534584368
61,2021-09-23 15:13:32.474,1013.0,29.0,5.0,1013.4273530944387
62,2021-09-23 15:13:32.475,1013.0,22.0,3.0,1013.243307404495
63,2021-09-23 15:13:32.484,1015.0,32.0,3.0,1015.5087394995672
64,2021-09-23 15:13:32.485,1015.0,32.0,7.0,1015.5284338707608
65,2021-09-23 15:13:32.494,1011.0,29.0,8.0,1011.4474776279785
66,2021-09-23 15:13:32.504,1009.0,29.0,8.0,1009.4483642069068
67,2021-09-23 15:13:32.505,1009.0,23.0,10.0,1009.3116466186249
68,2021-09-23 15:13:32.515,1012.0,29.0,6.0,1012.4332076734742
69,2021-09-23 15:13:32.523,1013.0,27.0,6.0,1013.3775209663968
70,2021-09-23 15:13:32.524,1013.0,27.0,0.0,1013.359758427381
71,2021-09-23 15:13:32.533,1014.0,29.0,10.0,1014.4638978297847
72,2021-09-23 15:13:32.543,1012.0,29.0,4.0,1012.4233304305072
73,2021-09-23 15:13:32.553,1014.0,29.0,4.0,1014.4224958073436
74,2021-09-23 15:13:32.554,1014.0,33.0,3.0,1014.5412756512177
75,2021-09-23 15:13:32.563,1009.0,28.0,5.0,1009.4008123634536
76,2021-09-23 15:13:32.572,1003.0,28.0,4.0,1003.3987243364425
77,2021-09-23 15:13:32.582,1019.0,33.0,2.0,1019.5361690494359
78,2021-09-23 15:13:32.592,1017.0,31.0,4.0,1017.4802209379797
79,2021-09-23 15:13:32.601,1007.0,31.0,4.0,1007.4849874812031
80,2021-09-23 15:13:32.602,1007.0,31.0,8.0,1007.508808894493
81,2021-09-23 15:13:32.611,1017.0,31.0,8.0,1017.5038083466814
82,2021-09-23 15:13:32.612,1017.0,28.0,-1.0,1017.3858658345908
83,2021-09-23 15:13:32.622,1018.0,25.0,-1.0,1018.3074192010977
84,2021-09-23 15:13:32.623,1018.0,25.0,5.0,1018.3192033935136
85,2021-09-23 15:13:32.631,1006.0,29.0,7.0,1006.4422487157423
86,2021-09-23 15:13:32.641,1006.0,30.0,5.0,1006.459636547835
87,2021-09-23 15:13:32.650,1008.0,31.0,5.0,1008.4889687051614
88,2021-09-23 15:13:32.651,1008.0,31.0,11.0,1008.5365635414514
89,2021-09-23 15:13:32.661,1011.0,28.0,9.0,1011.4277037930096
90,2021-09-23 15:13:32.671,1010.0,28.0,2.0,1010.390023703718
91,2021-09-23 15:13:32.680,1010.0,30.0,0.0,1010.4454463255303
92,2021-09-23 15:13:32.689,1012.0,30.0,0.0,1012.44456638376
93,2021-09-23 15:13:32.690,1012.0,26.0,4.0,1012.3418394988918
94,2021-09-23 15:13:32.699,1017.0,27.0,9.0,1017.3981521508676
95,2021-09-23 15:13:32.709,1010.0,30.0,3.0,1010.4498997971151
96,2021-09-23 15:13:32.719,1006.0,25.0,10.0,1006.3602734607522
97,2021-09-23 15:13:32.728,1008.0,25.0,10.0,1008.3595588876024
98,2021-09-23 15:13:32.729,1008.0,28.0,13.0,1008.4726074614025
99,2021-09-23 15:13:32.738,1016.0,26.0,6.0,1016.3503333004816
100,2021-09-23 15:13:32.748,1016.0,29.0,3.0,1016.4182210094425
101,2021-09-23 15:13:32.758,1008.0,28.0,6.0,1008.4066640001939
102,2021-09-23 15:13:32.768,1015.0,33.0,7.0,1015.5604364093749
103,2021-09-23 15:13:32.779,1012.0,34.0,11.0,1012.630732300773
104,2021-09-23 15:13:32.787,1006.0,26.0,4.0,1006.3438776084446
105,2021-09-23 15:13:32.797,1015.0,29.0,10.0,1015.4634409962773
106,2021-09-23 15:13:32.807,1009.0,34.0,10.0,1009.6222065703587
107,2021-09-23 15:13:32.817,1010.0,35.0,11.0,1010.6661169743448
108,2021-09-23 15:13:32.827,1011.0,29.0,6.0,1011.4336359840917
109,2021-09-23 15:13:32.836,1018.0,28.0,5.0,1018.3972702241498
110,2021-09-23 15:13:32.846,1013.0,25.0,1.0,1013.3089361098125
111,2021-09-23 15:13:32.856,1007.0,28.0,10.0,1007.4388318900558
112,2021-09-23 15:13:32.865,1013.0,31.0,3.0,1013.4786628242352
113,2021-09-23 15:13:32.876,1019.0,31.0,3.0,1019.4758457168075
114,2021-09-23 15:13:32.877,1019.0,25.0,9.0,1019.346359192988
115,2021-09-23 15:13:32.885,1011.0,30.0,6.0,1011.4628020841893
116,2021-09-23 15:13:32.894,1014.0,30.0,6.0,1014.4614334709822
117,2021-09-23 15:13:32.895,1014.0,29.0,7.0,1014.4387610891058
118,2021-09-23 15:13:32.904,1009.0,32.0,7.0,1009.5315745433621
119,2021-09-23 15:13:32.914,1015.0,21.0,3.0,1015.2216506753587
120,2021-09-23 15:13:32.925,1010.0,28.0,12.0,1010.4593015060033
121,2021-09-23 15:13:32.934,1008.0,28.0,12.0,1008.4602124030476
122,2021-09-23 15:13:32.935,1008.0,25.0,0.0,1008.3099721811741
123,2021-09-23 15:13:32.950,1012.0,22.0,0.0,1012.239102188806
124,2021-09-23 15:13:32.951,1012.0,22.0,5.0,1012.2514509745096
125,2021-09-23 15:13:32.954,1010.0,33.0,8.0,1010.5706308813848
126,2021-09-23 15:13:32.963,1009.0,25.0,0.0,1009.3096650681593
127,2021-09-23 15:13:32.973,1014.0,25.0,0.0,1014.3081385851145
128,2021-09-23 15:13:32.974,1014.0,26.0,3.0,1014.3377149647941
129,2021-09-23 15:13:32.983,1011.0,35.0,3.0,1011.6101027569861
130,2021-09-23 15:13:32.984,1011.0,35.0,6.0,1011.6234477314175
131,2021-09-23 15:13:32.992,1011.0,25.0,5.0,1011.3214128060376
132,2021-09-23 15:13:33.002,1013.0,30.0,5.0,1013.4564618176747
133,2021-09-23 15:13:33.012,1019.0,25.0,5.0,1019.3188902399484
134,2021-09-23 15:13:33.013,1019.0,25.0,6.0,1019.3242859855739
135,2021-09-23 15:13:33.022,1012.0,23.0,6.0,1012.2791117078333
136,2021-09-23 15:13:33.031,1011.0,23.0,6.0,1011.2793877064834
137,2021-09-23 15:13:33.032,1011.0,31.0,2.0,1011.477137655617
138,2021-09-23 15:13:33.041,1012.0,32.0,17.0,1012.6485076273998
139,2021-09-23 15:13:33.051,1009.0,33.0,0.0,1009.539498979609
140,2021-09-23 15:13:33.061,1008.0,30.0,7.0,1008.4706242623034
141,2021-09-23 15:13:33.073,1009.0,30.0,10.0,1009.4954185136255
142,2021-09-23 15:13:33.080,1010.0,30.0,10.0,1010.4949282406122
143,2021-09-23 15:13:33.081,1010.0,29.0,6.0,1010.4340651423031
144,2021-09-23 15:13:33.090,1014.0,23.0,10.0,1014.3101103705908
145,2021-09-23 15:13:33.100,1005.0,29.0,3.0,1005.4227966383098
146,2021-09-23 15:13:33.109,1003.0,28.0,3.0,1003.3952361856219
147,2021-09-23 15:13:33.110,1003.0,28.0,1.0,1003.391249712693
148,2021-09-23 15:13:33.120,1016.0,36.0,2.0,1016.6395624802332
149,2021-09-23 15:13:33.129,1011.0,26.0,5.0,1011.3466270275488
150,2021-09-23 15:13:33.140,1002.0,32.0,7.0,1002.5352861620382
151,2021-09-23 15:13:33.148,1012.0,28.0,7.0,1012.4114776117466
152,2021-09-23 15:13:33.149,1012.0,28.0,5.0,1012.3996246542173
153,2021-09-23 15:13:33.164,1016.0,26.0,13.0,1016.4157613890095
154,2021-09-23 15:13:33.173,1010.0,29.0,2.0,1010.41823023934
155,2021-09-23 15:13:33.178,1013.0,24.0,1.0,1013.284757607653
156,2021-09-23 15:13:33.196,1019.0,31.0,0.0,1019.471431674277
157,2021-09-23 15:13:33.199,1015.0,24.0,9.0,1015.3235937374843
158,2021-09-23 15:13:33.218,1016.0,34.0,2.0,1016.5707058537541
159,2021-09-23 15:13:33.220,1013.0,25.0,0.0,1013.3084426767597
160,2021-09-23 15:13:33.227,1018.0,25.0,0.0,1018.3069281901209
161,2021-09-23 15:13:33.228,1018.0,30.0,8.0,1018.4733673493873
162,2021-09-23 15:13:33.236,1011.0,25.0,8.0,1011.340694326101
163,2021-09-23 15:13:33.237,1011.0,25.0,6.0,1011.3268512207119
164,2021-09-23 15:13:33.246,1002.0,29.0,4.0,1002.4275534920217
165,2021-09-23 15:13:33.256,1009.0,35.0,1.0,1009.6073494185747
166,2021-09-23 15:13:33.266,1072.0,-325.0,-25.0,1120.4615120565275
167,2021-09-23 15:13:33.275,1010.0,276.0,-25.0,1047.3304158669316
168,2021-09-23 15:13:33.276,1010.0,276.0,80.0,1050.0838061792972
169,2021-09-23 15:13:33.285,958.0,9.0,-58.0,959.7963325622785
170,2021-09-23 15:13:33.295,1116.0,16.0,124.0,1122.9817451766526
171,2021-09-23 15:13:33.305,921.0,499.0,-63.0,1049.386010960695
172,2021-09-23 15:13:33.315,1013.0,-268.0,-63.0,1049.7437782621053
173,2021-09-23 15:13:33.316,1013.0,-268.0,16.0,1047.9737592134643
174,2021-09-23 15:13:33.324,910.0,355.0,20.0,976.9979529149485
175,2021-09-23 15:13:33.334,1036.0,-294.0,20.0,1077.0942391453034
176,2021-09-23 15:13:33.335,1036.0,-294.0,32.0,1077.3838684517232
177,2021-09-23 15:13:33.344,941.0,217.0,-25.0,966.020186124493
178,2021-09-23 15:13:33.354,1047.0,83.0,17.0,1050.422296031458
179,2021-09-23 15:13:33.364,1038.0,-26.0,6.0,1038.342910603236
180,2021-09-23 15:13:33.373,1077.0,-174.0,-53.0,1092.2518024704743
181,2021-09-23 15:13:33.383,1057.0,-36.0,-53.0,1058.940036073809
182,2021-09-23 15:13:33.384,1057.0,-36.0,29.0,1058.0103969243403
183,2021-09-23 15:13:33.392,916.0,-36.0,29.0,917.1657429276346
184,2021-09-23 15:13:33.393,916.0,173.0,17.0,932.3486472344989
185,2021-09-23 15:13:33.402,1034.0,-239.0,48.0,1062.34693015041
186,2021-09-23 15:13:33.412,844.0,549.0,-75.0,1009.6345873631707
187,2021-09-23 15:13:33.422,1083.0,-1.0,26.0,1083.312512620435
188,2021-09-23 15:13:33.431,940.0,-1.0,26.0,940.3600374324719
189,2021-09-23 15:13:33.432,940.0,448.0,-14.0,1041.3932974625868
190,2021-09-23 15:13:33.442,1045.0,-259.0,11.0,1076.6740453823525
191,2021-09-23 15:13:33.452,968.0,77.0,39.0,971.8405218964683
192,2021-09-23 15:13:33.462,1037.0,0.0,-9.0,1037.0390542308423
193,2021-09-23 15:13:33.472,1059.0,-29.0,23.0,1059.6466392151679
194,2021-09-23 15:13:33.480,920.0,538.0,23.0,1066.0079737037618
195,2021-09-23 15:13:33.481,920.0,538.0,-19.0,1065.9291721310567
196,2021-09-23 15:13:33.491,1079.0,-101.0,-9.0,1083.7541234062273
197,2021-09-23 15:13:33.500,918.0,417.0,17.0,1008.4155889314683
198,2021-09-23 15:13:33.510,1040.0,-331.0,17.0,1091.5356155435331
199,2021-09-23 15:13:33.511,1040.0,-331.0,26.0,1091.7128743401354
200,2021-09-23 15:13:33.520,939.0,200.0,-25.0,960.3884630710637
201,2021-09-23 15:13:33.529,1005.0,72.0,29.0,1007.9930555316341
202,2021-09-23 15:13:33.539,1041.0,-10.0,0.0,1041.0480296316784
203,2021-09-23 15:13:33.549,1091.0,-153.0,-55.0,1103.0480497240362
204,2021-09-23 15:13:33.558,1051.0,-153.0,-55.0,1063.5012929000134
205,2021-09-23 15:13:33.559,1051.0,-67.0,50.0,1054.3196858638275
206,2021-09-23 15:13:33.568,924.0,246.0,50.0,957.492558717821
207,2021-09-23 15:13:33.569,924.0,246.0,7.0,956.2117966224847
